,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
1737,chk1,protein,o14757,other,go:0005730,nan,nan,nan,nan,nan,nan,nan,nan,"hu*1, erk2*1-","other, protein","uaz02463, p28482",other,go:0005730,i,"['phosphorylation', 'phosphorylation']","['pmc3330700', 'pmc3330700']","['furthermore , knockdown of either erk1 or erk2 reduced hu induced atr activation , chk1 s345 phosphorylation , p53 s15 phosphorylation , and gammah2ax [ xref_bibr ] .', 'furthermore , knockdown of either erk1 or erk2 reduced hu induced atr activation , chk1 s345 phosphorylation , p53 s15 phosphorylation , and gammah2ax [ xref_bibr ] .']",2,100.0,40.0,1.0,240.0
1734,chk1,protein,o14757,nan,nan,nan,nan,nan,nsc109555,other,uaz01916,nan,nan,gem,protein,p55040,nan,nan,i,"['phosphorylation', 'phosphorylation']","['pmc4159025', 'pmc4159025']","['however , nsc109555 did not suppress the gem induced phosphorylation of chk1 ( s296 ) ( xref_fig b ) , atm ( s1981 ) and atr ( s428 ) ( xref_supplementary b ) .', 'however , nsc109555 did not suppress the gem induced phosphorylation of chk1 ( s296 ) ( xref_fig b ) , atm ( s1981 ) and atr ( s428 ) ( xref_supplementary b ) .']",2,100.0,40.0,1.0,240.0
1340,cdk4,protein,p11802,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,roscovitine,chemical,160355,nan,nan,i,"['phosphorylation', 'phosphorylation']","['pmc3667761', 'pmc3667761']","['whereas continuous treatment with cr8 abolished cdk4 activation ( xref_fig ) , cdk7 inhibition and roscovitine inhibited cdk4 activity ( not shown ) and phosphorylation in 1 h , but cr8 did not ( xref_supplementary ) .', 'inhibition of cdk4 phosphorylation by roscovitine and pd0332991 depended on p21 .']",2,100.0,40.0,1.0,240.0
5702,wnt,protein family|protein complex,wnt,nan,nan,nan,nan,nan,apc,protein,p25054:[genericmutant],nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc4558782', 'pmc4558782']","['although apc mutation is believed to activate wnt signaling constitutively , histopathological studies show that only about 50 % colon carcinoma cells display homogeneous nuclear beta-catenin staining , a surrogate for wnt signaling activity , indicating that apc mutation alone is not sufficient to cause persistent or full activation of the wnt pathway in crc cells , therefore wnt signaling is regulatable in apc mutated crcs .', 'although apc mutation is believed to activate wnt signaling constitutively , histopathological studies show that only about 50 % colon carcinoma cells display homogeneous nuclear beta-catenin staining , a surrogate for wnt signaling activity , indicating that apc mutation alone is not sufficient to cause persistent or full activation of the wnt pathway in crc cells , therefore wnt signaling is regulatable in apc mutated crcs .']",2,100.0,40.0,1.0,240.0
1791,cip1,protein,p38936,nan,nan,cellosaurus:cvcl_0060,nan,nan,twist1,protein,q15672,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'transcription']","['pmc3388235', 'pmc3388235']","['interestingly , p21 waf1 and cip1 was additionally upregulated by twist1 sirna in both cell types , as shown in xref_fig .', 'xref_bibr , xref_bibr our experiments revealed that cisplatin or silencing of twist1 upregulates p21 waf1 and cip1 expression at the transcriptional level .']",2,100.0,40.0,1.0,240.0
168,akt,protein family|protein complex,akt,nan,nan,cellosaurus:cvcl_0459,nan,nan,thr37/46,other,uaz00040,nan,nan,nan,nan,nan,nan,nan,d,"['phosphorylation', 'phosphorylation']","['pmc4466411', 'pmc4466411']","['xref_fig e and f , 30 min of insulin treatment significantly phosphorylated akt ( ser473 ) , p70s6k ( thr389 ) , and 4ebp1 ( thr37/46 ) .', 'xref_fig e and f , 30 min of insulin treatment significantly phosphorylated akt ( ser473 ) , p70s6k ( thr389 ) , and 4ebp1 ( thr37/46 ) .']",2,100.0,40.0,1.0,240.0
2315,erk,protein family|protein complex,erk,plasma membrane,go:0005886,nan,cl:cl:0000023,uberon:uberon:0001232,progesterone,chemical,5994,plasma membrane,go:0005886,nan,nan,nan,nan,nan,i,"['none', 'phosphorylation']","['pmc2151644', 'pmc2151644']","['second , a significant portion of the progesterone induced decrease in sodium current may be erk independent .', 'while progesterone has been shown to increase erk phosphorylation at 6 and 12 h in oocytes , the progesterone induced decrease in sodium current is nearly maximal at 30 min , and frisov and coworkers did not show that progesterone induced inhibition of sodium current was prevented by an erk kinase inhibitor .']",2,100.0,40.0,1.0,240.0
5597,tsc2,protein,p49815,other,go:0005856,nan,nan,nan,nan,nan,nan,nan,nan,rsk,protein family|protein complex,rsk,other,go:0005856,i,"['phosphorylation', 'phosphorylation']","['pmc3291999', 'pmc3291999']","['erk and rsk induce inhibitory phosphorylation of tsc2 at ser664 and ser1798 respectively , which promotes tsc1 and tsc2 dissociation , which in turn leads to mtorc1 activation [ xref_bibr - xref_bibr ] .', 'erk and rsk induce inhibitory phosphorylation of tsc2 at ser664 and ser1798 respectively , which promotes tsc1 and tsc2 dissociation , which in turn leads to mtorc1 activation [ xref_bibr - xref_bibr ] .']",2,100.0,40.0,1.0,240.0
3500,mtor,protein,p42345,nan,nan,nan,nan,uberon:uberon:0000062,nan,nan,nan,nan,nan,rapamycin,chemical,5284616,nan,nan,i,"['none', 'none']","['pmc1289294', 'pmc4330487']","['inhibition of mtor by rapamycin has been standard treatment for immunosuppression following organ transplant [ xref_bibr ] , and the rapamycin derivative cci-779 is now being clinically tested as a cancer chemotherapy [ xref_bibr - xref_bibr ] .', 'our assumption is that the low concentration of rapamycin is not able to block both mtor downstream targets effectively , as shown in xref_fig .']",2,100.0,40.0,1.0,240.0
171,akt,protein family|protein complex,akt,nan,nan,cellosaurus:cvcl_0463,nan,nan,rad001,other,uaz00088,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'phosphorylation']","['pmc3114848', 'pmc3114848']","['like rapamycin , rad001 causes akt activation in human cancer cells including nsclc cells while inhibiting the mtor signaling xref_bibr . ++++ the presence of bez235 at the tested dose ranges either weakly reduced the levels of p-akt induced by rad001 ( e.g. , in a549 cells ) or did not affect rad001 induced increase in p-akt ( e.g. , in h157 cells ) ( xref_fig ) .', 'rad001 increased akt phosphorylation in both a549 and h157 cell lines as we previously reported xref_bibr . ++++ in this study , rad001 increased akt phosphorylation in both in a549 and h157 cells ; this is in agreement with our previous reports xref_bibr .']",2,100.0,40.0,1.0,240.0
5590,tsc2,protein,p49815,nan,nan,nan,nan,nan,ppargamma,protein,p37231,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'phosphorylation']","['pmc1892639', 'pmc1892639']","['we found that ppargamma ligands activate tsc2 , which , in turn , inhibits mtor signaling in nsclc cells through ppargamma independent pathways .', 'we found that the ppargamma ligand rosiglitazone stimulated the phosphorylation of tsc2 at serine 1254 , but not threonine 1462 .']",2,100.0,40.0,1.0,240.0
5589,tsc2,protein,p49815,nan,nan,nan,nan,nan,p90 rsk-1,protein,q15418,nan,nan,nan,nan,nan,nan,nan,d,"['phosphorylation', 'phosphorylation']","['pmc3660063', 'pmc4102778']","['both p90 rsk-1 and erk 1/2 phosphorylate tsc2 , thus suppressing its inhibitory function [ xref_bibr - xref_bibr , xref_bibr ] .', 'tsc2 is phosphorylated by both erk and p90 rsk-1 . ++++ when tsc2 is phosphorylated by either erk or p90 rsk-1 , its inhibitory function is suppressed [ xref_bibr - xref_bibr ] .']",2,100.0,40.0,1.0,240.0
3998,p53,protein,p04637,nan,nan,cellosaurus:cvcl_0042,nan,nan,kd,chemical,6426943,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'amount']","['pmc4216640', 'pmc4216640']","['xref_bibr , xref_bibr , xref_bibr while pras40 kd and actd have an additive effect at low actd concentrations , there is no combinatorial effect at higher actd concentrations ( xref_fig ) , suggesting that pras40 kd and actd activate p53 through a similar mechanism , namely the rpl11-hdm2 nucleolar stress response pathway . ++++ consistent with a model in which akt- and mtorc1 phosphorylated pras40 inhibits the rpl11-hdm2 pathway , pras40 kd induced p53 upregulation is achieved through decreased p53 proteasomal degradation . ++++ pras40 kd significantly increases p53 transcriptional activity compared to the ns control . ++++ pras40 kd increases p53 protein half-life approximately 6-fold compared to the ns control ( xref_fig ) . ++++ in agreement with our transient transfection studies , dox induced pras40 kd results in p53 and p21 upregulation compared to ns control cells ( xref_fig ) . ++++ taken together , these results indicate that pras40 kd induces p53 protein stabilization in an rpl11 dependent manner and imply that pras40 may act as an endogenous regulator of the rpl11-hdm2-p53 pathway . ++++ finally , we tested whether pras40 kd induced p53 upregulation has any effect on cell survival or growth . ++++ to test if the observed pras40 kd induced p53 and p21 upregulation ( xref_fig ) corresponds to increased p53 transcriptional activity we used a p53 reporter plasmid in which luciferase transcription is driven by the consensus p53 binding promoter sequence .', 'interestingly , pras40 kd induces an increase in p53 protein levels compared to control cells harboring non silencing ( ns ) shrna ( xref_fig ) .']",2,100.0,40.0,1.0,240.0
5583,tsc2,protein,p49815,nan,nan,nan,nan,nan,erk 1/2,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,d,"['phosphorylation', 'phosphorylation']","['pmc3660063', 'pmc3837323']","['both p90 rsk-1 and erk 1/2 phosphorylate tsc2 , thus suppressing its inhibitory function [ xref_bibr - xref_bibr , xref_bibr ] .', 'nevertheless , the ras/raf/mitogen activated protein kinase kinase ( mek )/extracellular signal regulated kinase ( erk ) 1/2 signaling network positively regulates mtorc1 activity , as both erk 1/2 and p90 ribosomal s6 kinase ( p90 rsk ) phosphorylate tsc2 , thus suppressing its inhibitory function on rheb [ xref_bibr ] .']",2,100.0,40.0,1.0,240.0
4838,rb,protein,p06400,nan,nan,nan,cl:cl:0000165,nan,"glucose*1, cdk4*1+","chemical, protein","hmdb06564, p11802",nan,nan,nan,nan,nan,nan,nan,i,"['phosphorylation', 'phosphorylation']","['pmc4135037', 'pmc4135037']","['in the present study using the islet cell lines , cdk4 depletion inhibited glucose stimulated hyperphosphorylation of rb , including ser780 phosphorylation , and g 1 -s progression , whereas cdk2 depletion had no effect .', 'in the present study using the islet cell lines , cdk4 depletion inhibited glucose stimulated hyperphosphorylation of rb , including ser780 phosphorylation , and g 1 -s progression , whereas cdk2 depletion had no effect .']",2,100.0,40.0,1.0,240.0
4408,pi3k,protein family|protein complex,pi3k,plasma membrane,go:0005886,nan,nan,nan,"egfr*1, grb2-associated binder 1*1+","protein, protein","p00533, q13480.p",plasma membrane,go:0005886,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc2683723', 'pmc2683723']","['likewise , the pi3k and akt pathway is activated by ir via either direct or irs mediated recruitment of pi3k , whereas egfr mediated pi3k activation occurs mainly via a more intricate route that involves egfr- and src induced phosphorylation of the grb2 associated binder 1 ( gab1 ) .', 'likewise , the pi3k and akt pathway is activated by ir via either direct or irs mediated recruitment of pi3k , whereas egfr mediated pi3k activation occurs mainly via a more intricate route that involves egfr- and src induced phosphorylation of the grb2 associated binder 1 ( gab1 ) .']",2,100.0,40.0,1.0,240.0
3971,p38,protein family|protein complex,p38,nan,nan,cellosaurus:cvcl_0045,nan,nan,"src*1, src*1+","protein family|protein complex, protein family|protein complex","src.p, src",nan,nan,nan,nan,nan,nan,nan,i,"['phosphorylation', 'phosphorylation']","['pmc4624070', 'pmc4624070']","['inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .', 'inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .']",2,100.0,40.0,1.0,240.0
3970,p38,protein family|protein complex,p38,nan,nan,cellosaurus:cvcl_0045,nan,nan,"src*1, ep2*1+","protein family|protein complex, protein","src.p, q08648",nan,nan,nan,nan,nan,nan,nan,i,"['phosphorylation', 'phosphorylation']","['pmc4624070', 'pmc4624070']","['inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .', 'inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .']",2,100.0,40.0,1.0,240.0
5574,tsc2,protein,p49815,nan,nan,cellosaurus:cvcl_1526,nan,nan,rosiglitazone,chemical,77999,nan,nan,nan,nan,nan,nan,nan,i,"['phosphorylation', 'transcription']","['pmc1892639', 'pmc1892639']","['here , we report that rosiglitazone increased the phosphorylation of tsc2 highlighting the relevance of this tumor suppressor in mediating the effects of rosiglitazone . ++++ however , in the current study , blockade of p38 mapk and its downstream signal mk2 had no effect on rosiglitazone induced tsc2 phosphorylation suggesting that the p38 mapk cascade plays no role in mediating the effect of rosiglitazone on tsc2 . ++++ to test if phosphorylation of tsc2 by rosiglitazone was mediated through activation of ppargamma , cells were pretreated with a selective ppargamma antagonist , gw9662 , or ppargamma sirna before exposing them to rosiglitazone . ++++ as shown in figures xref_fig and xref_fig , sb239063 , a selective p38 inhibitor , and kkkalnrqlgvaa , a potent and selective inhibitor of mk2 , had no effect on rosiglitazone induced tsc2 phosphorylation ( serine 1254 ) .', 'rosiglitazone stimulates the expression of tsc2 protein .']",2,100.0,40.0,1.0,240.0
3954,p38,protein family|protein complex,p38,nan,nan,cellosaurus:cvcl_0045,nan,nan,nan,nan,nan,nan,nan,"p38*1, src*1-","protein family|protein complex, protein family|protein complex","p38.p, src",nan,nan,i,"['phosphorylation', 'phosphorylation']","['pmc4624070', 'pmc4624070']","['inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .', 'inhibition of src completely blocked ep2 induced p38 phosphorylation and overexpression of src increased the level of p38 phosphorylation , indicating that src is upstream kinase for ep2 induced p38 phosphorylation .']",2,100.0,40.0,1.0,240.0
5570,tsc1,protein,q92574,nan,nan,nan,nan,nan,ikkbeta,protein,o14920,nan,nan,nan,nan,nan,nan,nan,d,"['phosphorylation', 'phosphorylation']","['pmc3291999', 'pmc3291999']","['it has been described that ikkbeta ( inhibitor of nuclear factor kappab ( nfkappab ) kinase beta ) , a major downstream kinase in the tnfalpha signalling pathway , phosphorylates tsc1 at ser487 and ser511 , leading to the inhibition of tsc1 and tsc2 complex formation and mtorc1 activation [ xref_bibr ] .', 'it has been described that ikkbeta ( inhibitor of nuclear factor kappab ( nfkappab ) kinase beta ) , a major downstream kinase in the tnfalpha signalling pathway , phosphorylates tsc1 at ser487 and ser511 , leading to the inhibition of tsc1 and tsc2 complex formation and mtorc1 activation [ xref_bibr ] .']",2,100.0,40.0,1.0,240.0
1315,cdk4,protein,p11802,nan,nan,cellosaurus:cvcl_0291,nan,nan,nan,nan,nan,nan,nan,mg132,other,uaz00371,nan,nan,i,"['phosphorylation', 'phosphorylation']","['pmc3667761', 'pmc3667761']","['here also , both the t172 phosphorylation of cdk4 and the s130 phosphorylation of p21 were inhibited by mg132 ( xref_supplementary ) .', 'here also , both the t172 phosphorylation of cdk4 and the s130 phosphorylation of p21 were inhibited by mg132 ( xref_supplementary ) .']",2,100.0,40.0,1.0,240.0
